OBJECTID,Categoria,Codigo Tramo,Poste de Referencia Inicial,Distancia Inicial,Poste de Referencia Final,Distancia Final,Nombre Ruta,Sector,Administrador,Grupo Administrador Vial,Superficie,Calzada,Ruta,Fuente,GlobalID,nombretramo,created_user,created_date,last_edited_user,last_edited_date,Territorial,revisionestado,Shape__Length
239,1,8801,52,615,66,300,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Cuestecitas - Paradero,1,1,3,1,88,IGAC (Contrato 2932/2008),eec88d6b-89df-4640-9061-be82e621faf0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,13404.1615377606
240,1,4015,0,0,95,760,Transversal Buenaventura - Villavicencio - Puerto Carreño,Juriepe - Puerto Carreño,1,2,3,1,40,IGAC (Contrato 2130/2014),02ee295a-ab14-402f-bc85-8b573f7adfe7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,96243.9363730481
241,1,4502,60,300,77,1000,Troncal del Magdalena,Ye de Urcusique - Mocoa (Canangucho),1,2,3,1,45,IGAC (Contrato 2932/2008),4b7b893e-a59e-4a52-8976-3b9671b4603d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,19,No Revisado,17606.6236390388
242,1,0801,0,0,24,0,Via Alterna al Puerto de Tumaco,Guachucal - Ipiales,1,2,1,1,08,IGAC (Contrato 2932/2008),75582ca8-b660-4e16-8c63-435f2af65793,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,24703.2090136589
243,1,1702,0,0,44,0,Acceso a Samaniego,Túquerres - Samaniego,1,3,1,1,17,IGAC (Contrato 2932/2008),e01d2c99-d4fd-4574-af86-4477228afc35,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,43321.1363290275
244,1,1901,8,900,60,850,Acceso a Cali,Cali - Cruce Ruta 40 (Loboguerrero),1,1,3,1,19,IGAC (Contrato 2932/2008),7e8f0ba9-025c-4fce-a97b-500e1be9fa67,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,51419.5786836422
245,1,2002,0,0,67,370,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Popayán - Río Mazamorras,1,2,3,1,20,IGAC (Contrato 2932/2008),682c2241-9f7f-411d-ba1e-dc9fc85e7d8e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,67722.5514801617
246,1,2003,0,0,38,0,Acceso a Florencia,Altamira - Gabinete,1,1,3,1,20,IGAC (Contrato 2932/2008),5c74ea4a-8a86-4f6d-b047-8ccede0efd28,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,36121.1808423603
247,4,45ABYB,0,0,6,900,Troncal Central,Variante de Chiquinquirá,1,6,3,1,45,IGAC (Contrato 2932/2008),5f683326-fafd-4ae3-a85b-88c36fa660db,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,6606.2573060502
248,1,9006,117,103,117,664,Alternas a la Transversal del Caribe,Puente de la Cordialidad,1,1,3,1,90,IGAC (Contrato 2932/2008),51977476-4488-4df5-8c87-641300a4f303,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,2787.6523388945
249,4,8801,0,0,52,615,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Buenavista - Cuestecitas,1,1,3,2,88,IGAC (Contrato 2932/2008),feca25a8-354c-4432-b48d-490e11527d71,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,54356.4453883514
250,1,8004,0,0,13,386,Troncal del Carbon,Valledupar - La Paz,1,2,3,2,80,IGAC (Contrato 2130/2014),6889712b-bd3a-434c-81fc-54d25891e74d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,14512.3642259372
251,1,5608,0,0,78,0,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Guateque - El Secreto,2,,3,1,56,IGAC (Contrato 2932/2008),570d4911-27bc-4cdf-a3c7-1b6e37d7b52e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,78438.4387746547
252,1,45BY01,0,0,2,0,Transversal Puerto Boyaca - Monterrey,Ramal a Puerto Boyacá,1,1,3,2,45,IGAC (Contrato 2130/2014),5ce27c3e-6f66-40cf-923a-2fda607e21e5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,3334.89321428562
253,1,40CNC,0,0,6,796,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Fusagasugá,2,,3,2,40,Google Maps,26fce30f-4abb-4840-912b-7e21478997bf,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,12735.0626487721
254,1,2003A,0,0,41,742,Acceso a Florencia,Orrapihuasi - Depresión El Vergel,1,1,3,1,20,IGAC (Contrato 2932/2008),8ccb331b-4876-441d-9efb-d231b708982f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,41647.9819911363
255,2,24HL01,0,0,12,0,Circuitos Ecoturisticos Huila - Cauca,Puerto Nolasco - Nátaga,1,2,3,1,24,IGAC (Contrato 2932/2008),5fdda751-3d07-4dd4-ac0b-d3cf2785bc6b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,11568.443362976
256,3,24HL02,0,0,5,0,Circuitos Ecoturisticos Huila - Cauca,Acceso a Itaibe (Cruce Ruta 24 - Itaibe),1,2,3,1,24,IGAC (Contrato 2932/2008),ec4dc0af-f136-403e-b7cc-e79b1c8a4818,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,5119.65562370069
257,1,2501A,102,0,136,0,Alternas a la Troncal de Occidente,Higuerones - Mojarras,1,1,3,1,25,IGAC (Contrato 2932/2008),df87033b-43dd-4603-9039-3b858e89c6f2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,33789.412144328
258,2,2501A,2,0,102,0,Alternas a la Troncal de Occidente,Pasto - Higuerones,1,5,1,1,25,IGAC (Contrato 2932/2008),829aead4-7906-4995-9d9a-48d8a4f1db0c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,98630.0909054936
259,3,25CC02,0,0,19,124,Alternas a la Troncal de Occidente,Timbío - El Tablón,1,6,3,1,25,IGAC (Contrato 2932/2008),88dac2c0-dc83-4bf3-803b-a9797ed645fa,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,18862.2660040747
260,1,2601,0,0,17,0,Alternas a la Troncal de Occidente,Morales - Piendamó,1,4,3,1,26,IGAC (Contrato 2932/2008),b86574b6-7c5f-4615-bd1c-a8e21c61d1c6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,17015.7558944172
261,1,4902,0,0,6,199,Troncal del Carbon,La Paz - Río Pereira,1,2,3,2,49,IGAC (Contrato 2932/2008),2a976eda-9e9b-4457-b11d-72d2321dd483,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,6461.06341968699
262,1,7506,0,0,73,600,Acceso a Mitú,Calamar - San José del Guaviare,1,4,3,2,75,IGAC (Contrato 2932/2008),76442332-8199-486c-9168-0ff2d0df2c6b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,74716.5601091365
263,1,7506,0,0,73,600,Acceso a Mitú,Calamar - San José del Guaviare,1,4,3,1,75,Digital Globe,11ce332e-0fc4-4b9b-ba6b-1a71e183c523,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,133.305305002189
264,1,50CN03,10,505,14,500,Conexión Transversal Buenaventura - Puerto Carreño y Troncal Central del Norte,Sopó - Cruce Ruta 55 (Briceño),1,1,3,1,50,IGAC (Contrato 2130/2014),9f91a1b8-700d-4fd8-b20e-b4e731049e87,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,4132.84716786622
265,1,45A04,0,0,11,700,Troncal Central,Bogotá - Cajicá,2,,3,2,45,IGAC (Contrato 2932/2008),c9684fcd-ddca-4dd6-8c6f-97d7ac2058cf,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,27997.281052271
266,1,4003,50,365,80,194,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cajamarca - Puente Cajamarca - Ibagué,2,,3,1,40,IGAC (Contrato 2932/2008),eda2a14c-1ba7-43c1-9510-ea9a60d8a660,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,33022.5339779059
267,2,65MTE,0,0,4,0,Alternas a la Troncal Villagarzon - Saravena,Puente Guatiquía - Los Caballos,1,1,3,1,65,IGAC (Contrato 2932/2008),1649172a-91b7-4c98-8d2f-77b38264c028,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,3814.65126777131
268,1,6510,0,0,107,600,Troncal Villagarzon - Saravena,Villavicencio - Barranca de Upía,2,,3,2,65,IGAC (Contrato 2932/2008),419a6eb2-2c46-469c-99ec-cbd8b70f9bde,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,106832.396861297
269,1,40TLE,0,0,4,338,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Melgar,2,,3,2,40,Google Maps,4ed477e4-bb27-4ab1-9d7f-7ef879a8212a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,8169.3877314508
270,1,4005,0,211,62,980,Transversal Buenaventura - Villavicencio - Puerto Carreño,Girardot - Fusagasugá,2,,3,2,40,"Google Maps, WFS ANI.",b8619bb8-fe65-47b8-927b-92fd385b9498,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,111391.580737905
271,1,4004B,0,0,23,800,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Chicoral,2,,3,2,40,Google Maps,7701733a-7518-4fa7-9a49-9467aae9cf0f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,51452.1434568699
272,1,45A07,80,881,93,180,Troncal Central,San Gil - Bucaramanga,1,5,3,2,45,Google Maps,cf12c92e-6440-411a-9b01-24bd6941b00a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,26188.6221642192
273,1,4313,21,0,73,754,Transversal Depresion Momposina,San José - Ye de Arjona,1,1,3,1,43,IGAC (Contrato 2130/2014),e7b0f1e0-0aa9-4fea-b59b-673af9d80c32,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,52980.182905631
274,1,6205,0,0,9,0,Transversal Tribuga - Arauca,Hatillo - Barbosa,3,,3,1,62,Google Maps,f8e78ce7-e526-4940-abe9-000834514e2f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,9018.16607084247
275,1,8004A,0,0,38,554,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Valledupar - San Juan del Cesar,1,2,3,2,80,IGAC (Contrato 2932/2008),7804f675-536d-45ff-a0cd-e36f0821f3aa,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,38521.9526650232
276,2,26CC03,0,0,28,700,Circuitos Ecoturisticos Huila - Cauca,Jambaló - Toribío,1,5,3,1,26,IGAC (Contrato 2932/2008),ea7cec4c-4acf-4d9e-a1fc-dcff61574586,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,28966.9184291743
277,1,5601,0,0,10,500,Circuito Medellin - Valle de Rionegro,Medellín - Glorieta Las Palmas,3,,3,2,56,Google Maps,ab4cc3cf-8a66-481e-b5b5-901e7133973b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,10145.9497705095
278,1,5601,10,500,49,0,Circuito Medellin - Valle de Rionegro,Glorieta Las Palmas - La Unión,2,,3,2,56,IGAC (Contrato 2932/2008),f168b274-5a27-4ed5-89eb-149c732118ee,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,38363.6970921375
279,4,45ACNB,3,600,5,160,Alternas a la Troncal Central,Variante Portachuelo,1,4,3,1,45,Google Maps,ba63e72a-7837-43da-80e9-abb0ee741328,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,1460.23389831451
280,1,4009,0,0,68,1000,Transversal Buenaventura - Villavicencio - Puerto Carreño,Cruce a Rubiales - Puente Arimena,1,,3,1,40,IGAC (Contrato 2932/2008),c7f8619e-4b12-47c9-94d3-c7bdd62945f6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,67481.0666456332
281,1,6605,0,0,131,970,Transversal Corredor Fronterizo del Oriente Colombiano,Tame - Corocoro,1,4,3,1,66,IGAC (Contrato 2130/2014),3ec65d07-215f-4015-9876-93fb24369b0f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,130450.941313572
282,2,25CC04,0,0,28,0,Conexión Costa Pacifica - Troncal de Occidente,Popayán - El Rosarío,1,6,3,1,25,IGAC (Contrato 2130/2014),b6dcf11f-8684-4a39-a266-ed137f5cbeed,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,28975.1561226872
283,1,2302,0,0,123,200,Alternas a la Troncal de Occidente,Mediacanoa - Ansermanuevo,6,8,3,2,23,IGAC (Contrato 2932/2008),c6322305-a5c3-4b48-80f9-aaaabaa592de,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,124483.756846507
284,1,6502,0,0,58,66,Troncal Villagarzon - Saravena,San José del Fragua - Florencia,1,2,3,2,65,IGAC (Contrato 2130/2014),42023cc9-9984-471b-9b46-2bf81e649642,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,6,No Revisado,58474.665840865
285,1,1203,0,0,110,60,Transversal Rosas Condagua,La Lupa - Santiago,1,1,3,1,12,IGAC (Contrato 2932/2008),1d395099-3d44-4949-9da5-74aafa803f40,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,111293.017086109
286,2,4803,2,350,12,0,Alternas a la Troncal de Occidente,Cruce Ruta 23 (Ansermanuevo) - Cartago,6,8,3,2,48,IGAC (Contrato 2932/2008),5512cb90-49e2-4090-bb91-00884daa6379,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,8400.13678650744
287,1,90A01,109,100,109,652,Transversal del Caribe,"Accesos, Orejas y Puente Olaya Herrera",1,1,3,2,90,IGAC (Contrato 2932/2008),4f6af173-b9d2-4211-a806-5d298980d0eb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,3494.32854906708
288,1,6009,0,0,118,0,Transversal Puerto Boyaca - Monterrey,Tunja - Páez,1,3,3,2,60,IGAC (Contrato 2932/2008),65f5e1ed-a640-4871-9d9e-a6068a0b4cd7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,116637.678958255
289,3,5008B,0,0,59,162,Transversal Medellin - Bogotá,El Korán - Guaduas,1,2,3,2,50,"WFS ANI, Google Maps",b99a9ab9-1915-433e-96ff-4f8fcaa46384,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,116219.823107818
290,1,5007,26,695,46,0,Transversal Las Animas - Bogotá,Mariquita - Honda (Puente Luis Ignacio Andrade),2,,3,2,50,IGAC (Contrato 2932/2008),d0a136f5-b4dd-408d-ab69-3c84c97cc66b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,18946.5115190072
291,1,25ATA,0,0,10,700,Troncal de Occidente,Variante Palmar de Varela - Sabanagrande,2,,3,2,25,Google Maps y WFS ANI,7da85399-90cc-4944-b786-e0fcdc822c1e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,21582.6839235145
292,1,90AT01,0,0,18,934,Conexion Alternas a la Transversal del Caribe - Troncal de Occidente,Sabana - Palmar de Varela,2,,3,2,90,Google Maps y WFS ANI,14c60b43-db0d-4580-9270-8739ccbe4550,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,39293.2413599834
293,1,40CN07,0,0,14,550,Alternas a la Transversal Buenaventura - Villavicencio - Puerto Carreño,Chusacá - Canoas - Río Bogotá,2,1,3,1,40,IGAC (Contrato 2932/2008),0dd042d7-ca54-4815-8316-196324feeabb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,14594.9932071224
294,1,4006,0,0,86,55,Transversal Buenaventura - Villavicencio - Puerto Carreño,Bogotá (El Portal) - Villavicencio,2,,3,2,40,IGAC (Contrato 2932/2008),82f3fc98-ce8b-46f8-b7a6-3b5cf1963682,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,93718.4474955537
295,1,6206,97,1136,98,140,Transversal Tribuga - Arauca,Paso Nacional por Puerto Berrío (Incluye el Puente sobre el Río Magdalena),1,3,3,2,62,IGAC (Contrato 2130/2014),c1cf0547-b090-4387-bbbf-2d526ab89103,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,353.226139545258
296,4,45A07,0,0,80,881,Troncal Central,San Gil - Bucaramanga,1,5,3,2,45,IGAC (Contrato 2932/2008),9b01852d-ce1b-4102-9e7f-0b82573cba90,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,82949.5981908156
297,4,45A05,0,0,89,340,Troncal Central,Ubaté - Puente Nacional,1,6,3,2,45,IGAC (Contrato 2932/2008),3d6f26c6-a87b-440c-91f5-b8094ff9f649,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,94477.6277910206
298,4,45AST08,0,0,10,100,Troncal Central,Floridablanca - Palenque,1,5,3,2,45,IGAC (Contrato 2932/2008),b8ed4e19-8aaf-460f-a0b7-fc8bab6f7515,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,20593.457404122
299,4,74SCA,0,0,3,24,Transversal Puerto rey - Tibú,Variante al Poblado de Majagual,1,2,2,1,74,Mapa Base proporcionado por Digital Globe,c129cf0d-4480-4290-86e8-335972250b4d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,3003.69841027775
300,1,40MT01,0,0,7,968,Transversal Buenaventura - Villavicencio - Puerto Carreño,Ramal Cruce Ruta 40 (Cruce Ruta a La Arepa) - El Porvenir,1,1,3,1,40,IGAC (Contrato 2932/2008),2e60c5dd-65a6-4f84-a91c-42521ab12de7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,7237.25435959158
301,1,4010,21,0,40,820,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Arimena - La Arepa,1,1,3,1,40,Digital Globe,82986d53-e916-4cf2-bc4b-2a27520ba97e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,19690.1924460237
302,1,4010,0,0,21,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Puente Arimena - La Arepa,1,1,3,1,40,IGAC (Contrato 2932/2008),08c2bc49-07ca-41be-a9d2-a9d139f541fe,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,16,No Revisado,21031.5487531698
303,1,8501,4,386,25,0,Acceso a Leticia,Leticia - Tarapacá,1,3,3,1,85,IGAC (Contrato 2932/2008),3d3a4960-1deb-4374-8dbe-cb3e810f3322,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,6,No Revisado,20078.7640918889
304,1,6514,0,0,73,133,Troncal Villagarzon - Saravena,Paz de Ariporo - La Cabuya,1,2,3,1,65,IGAC (Contrato 2130/2014),dc8a5bc9-f37d-45ef-84e7-4b1e9a56e8cb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,72772.6579733637
305,1,6512,103,287,105,448,Troncal Villagarzon - Saravena,Paso Nacional por Yopal,1,1,3,2,65,IGAC (Contrato 2932/2008),158992c0-5b50-4462-b6f2-6eb29400091b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,2301.67842287425
306,1,55NS09,0,0,29,660,Conexión Colombia - Venezuela,Cúcuta (Redoma El Salado) - La China,1,2,3,1,55,IGAC (Contrato 2932/2008),b9068a9c-c092-4456-80e6-ea3f9d0ff4e0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,28850.2847377649
307,1,6405,0,0,32,80,Ruta de Los Libertadores,Sácama - Cruce Ruta 45 (La Cabuya),1,3,3,1,64,IGAC (Contrato 2130/2014),ff78ecad-c6fa-4401-a8bf-92376379444b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,31491.5515029101
308,1,8801,66,300,101,0,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Paradero - Maicao,2,,3,1,88,IGAC (Contrato 2130/2014),4889b21d-c163-4313-84eb-c957854898f7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,35587.9583805567
309,1,6606,0,0,44,280,Transversal Corredor Fronterizo del Oriente Colombiano,Corocoro - Arauca,1,4,3,2,66,IGAC (Contrato 2130/2014),72e21f44-a0e2-4e8b-9d44-d96753f03b29,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,45262.3213532033
310,1,5507,2,900,53,758,Troncal Central del Norte,Nueva Terminal de Cúcuta - Puente Internacional Pedro de Hevia,1,2,3,1,55,IGAC (Contrato 2130/2014),c6157805-7ecc-4ad3-8a4c-7e1f33dd6e3d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,50793.114719487
311,1,40QN01,0,0,8,617,Transversal Buenaventura - Villavicencio - Puerto Carreño,Club Campestre - El Caimo,2,,3,1,40,IGAC (Contrato 2932/2008),4533fa03-ccae-4813-9dc3-33aee764ab08,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,9019.74217014337
312,1,29RSB,0,0,1,710,Troncal del Eje Cafetero,Variante de Galicia,6,8,3,1,29,IGAC (Contrato 2932/2008),b3d1a630-1906-4c1b-a62a-0a16f0a626a7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,1836.37948140921
313,2,37CCA,0,0,7,0,Circuitos Ecoturisticos Huila - Cauca,Rionegro - Tacueyó,1,5,3,1,37,IGAC (Contrato 2932/2008),fd3b0517-2392-4244-8e86-f7c5431f3dc3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,7383.15932618403
314,1,4002,0,0,41,760,Transversal Buenaventura - Villavicencio - Puerto Carreño,La Paila - Club Campestre,2,,3,2,40,IGAC (Contrato 2932/2008),f5611f9b-558f-49b9-a24f-09d80f9c06a7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,42254.6039749417
315,1,1701,28,900,40,200,Via Alterna al Puerto de Tumaco,Guachucal - El Espino,1,2,1,1,17,IGAC (Contrato 2130/2014),c4f5ba27-b032-46a3-9c25-b1696264c91b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,11386.5774572989
316,1,2901B,0,0,23,325,Acceso a Armenia,Armenia - Montenegro - Alcalá,1,1,3,2,29,IGAC (Contrato 2932/2008),5457cb37-2cff-4d6f-a214-a3f3f72e7f03,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,23455.9064623591
